idx,fv,fproc,bv,bproc,flat_mean,flat_90th,v0,v1,v2,v3
238,2,290,5,355,306.772175,345.530129,20,270,0,0
238,1,15,6,630,40.167859,50.916338,15,0,0,0
238,4,340,3,305,308.602639,358.430743,20,15,35,270
239,3,60,6,140,92.172586,106.590581,15,20,25,0
239,2,40,7,160,64.394472,73.668027,15,25,0,0
239,4,100,5,100,116.481853,129.055595,15,35,25,25
240,1,15,5,610,35.710976,41.193056,15,0,0,0
240,2,305,4,320,314.564223,338.354683,270,35,0,0
240,3,305,3,320,333.881633,355.653930,15,270,20,0
241,2,50,6,380,73.463322,82.586527,25,25,0,0
241,2,295,6,135,301.957296,325.842309,270,25,0,0
241,4,85,4,345,112.300073,124.297667,20,35,15,15
242,2,30,5,90,57.178223,63.947367,15,15,0,0
242,1,15,6,105,36.648481,41.336966,15,0,0,0
242,4,75,3,45,110.152379,120.363546,15,20,20,20
243,2,290,8,405,308.228309,332.071901,270,20,0,0
243,4,70,6,625,99.696989,110.929226,15,15,15,25
243,4,335,6,360,325.526842,345.471358,35,270,15,15
244,2,290,5,610,310.953845,336.298537,270,20,0,0
244,1,270,6,630,298.375500,324.687457,270,0,0,0
244,4,340,3,560,329.721184,353.134179,35,270,15,20
245,2,30,5,350,57.566069,66.388965,15,15,0,0
245,1,270,6,110,293.954097,321.509028,270,0,0,0
245,4,80,3,300,118.441803,135.289192,20,25,20,15
246,2,30,5,95,60.326059,72.294164,15,15,0,0
246,1,20,6,105,51.373236,65.984798,20,0,0,0
246,4,75,3,50,114.019724,128.105736,20,20,15,20
247,2,35,4,355,65.786355,78.037048,20,15,0,0
247,3,85,3,305,109.708720,121.660352,15,35,35,0
247,1,270,5,120,295.442748,316.431141,270,0,0,0
248,4,110,5,585,122.492969,143.914724,35,25,15,35
248,1,270,8,425,285.747284,315.574097,270,0,0,0
248,4,315,5,380,288.051337,539.525294,15,15,15,270
249,2,285,4,340,245.961645,353.998518,15,270,0,0
249,1,20,5,605,46.176208,57.091832,20,0,0,0
249,3,320,3,305,319.702675,343.383717,270,35,15,0
250,4,320,5,385,329.014392,356.841039,270,15,15,20
250,1,35,8,670,54.086924,59.731889,35,0,0,0
250,4,350,5,355,343.211806,371.229720,270,20,25,35
251,4,75,7,390,111.902300,124.867869,20,15,15,25
251,3,320,8,145,302.886790,321.848893,35,15,270,0
251,4,70,7,395,104.348630,116.031194,15,15,25,15
252,4,70,5,110,96.256272,107.660556,25,15,15,15
252,1,25,8,155,48.076498,54.446983,25,0,0,0
252,4,85,5,95,114.714268,129.672360,20,25,15,25
253,2,60,7,390,86.157193,95.993995,25,35,0,0
253,3,305,6,145,311.202842,352.640629,20,270,15,0
253,4,85,5,365,119.325492,133.435058,15,20,25,25
254,2,290,4,355,304.285742,344.534755,20,270,0,0
254,1,35,5,610,56.141297,64.388513,35,0,0,0
254,3,320,3,325,305.681632,347.409677,25,25,270,0
255,1,25,4,320,49.429266,55.752325,25,0,0,0
255,1,20,4,325,47.065811,56.813956,20,0,0,0
255,3,300,2,45,323.727429,353.973174,15,15,270,0
256,2,285,4,600,308.289053,336.171341,270,15,0,0
256,1,270,5,615,296.179255,324.238396,270,0,0,0
256,3,330,3,555,313.675743,356.707120,25,270,35,0
257,3,60,8,175,93.922782,107.608771,20,25,15,0
257,4,95,7,140,116.171257,130.690741,15,35,25,20
257,4,80,7,155,115.354027,129.075694,15,15,15,35
258,2,50,3,80,77.971495,86.838746,15,35,0,0
258,2,55,3,75,83.775117,94.151830,20,35,0,0
